iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
CHN,manufacturing,textiles-leather-apparel,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,31222859.473741516,,annual,,
CHN,manufacturing,textiles-leather-apparel,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,22287604.439063303,,annual,,
CHN,manufacturing,textiles-leather-apparel,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,20179792.96376172,,annual,,
CHN,manufacturing,textiles-leather-apparel,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,18184153.756857324,,annual,,
CHN,manufacturing,textiles-leather-apparel,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,20590620.79858093,,annual,,
CHN,manufacturing,textiles-leather-apparel,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,20449987.47973765,,annual,,
CHN,manufacturing,textiles-leather-apparel,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,20449987.47973765,,annual,,
CHN,manufacturing,textiles-leather-apparel,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,20449987.47973765,,annual,,
CHN,manufacturing,textiles-leather-apparel,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,1678544.6146322575,,annual,,
CHN,manufacturing,wood-and-wood-products,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,11211832.963330572,,annual,,
CHN,manufacturing,wood-and-wood-products,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,8096692.870829566,,annual,,
CHN,manufacturing,wood-and-wood-products,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,5624418.621153372,,annual,,
CHN,manufacturing,wood-and-wood-products,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,2657433.974890586,,annual,,
CHN,manufacturing,wood-and-wood-products,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,2252098.951992473,,annual,,
CHN,manufacturing,wood-and-wood-products,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,1872785.998687958,,annual,,
CHN,manufacturing,wood-and-wood-products,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,1967444.4919293865,,annual,,
CHN,manufacturing,wood-and-wood-products,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,1951323.3863801388,,annual,,
CHN,manufacturing,wood-and-wood-products,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,1951323.3863801388,,annual,,
CHN,manufacturing,wood-and-wood-products,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,1951323.3863801388,,annual,,
CHN,manufacturing,wood-and-wood-products,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,162610.28219834494,,annual,,
